Evidence,Property,Source,Genome Name,BRC ID,RefSeq Locus Tag,Alt Locus Tag,Source ID,Source Organism,Gene,Product,Function,Classification,PubMed,Subject Coverage,Query Coverage,Identity,E-value
BLAT,Antibiotic Resistance,CARD,ST13,fig|90370.6312.peg.3771,0,0,AAC74149.2,Escherichia coli,mdtH,MdtH efflux pump,,efflux pump conferring antibiotic resistance,0,99,99,91,1.00E-216
BLAT,Antibiotic Resistance,CARD,ST13,fig|90370.6312.peg.4970,0,0,CAD09800.1,Salmonella enterica,tem-1,TEM beta-lactamase,,beta-lactam resistance gene,0,100,100,100,1.00E-163
K-mer Search,Antibiotic Resistance,PATRIC,ST13,fig|90370.6312.peg.3372,0,0,0,unknown,katG,KatG catalase-peroxidase,KatG catalase-peroxidase,antibiotic activation enzyme,14638486,0,0,0,0
BLAT,Antibiotic Resistance,NDARO,ST13,fig|90370.6312.peg.4938,0,0,WP_000679427.1,Bacteria,0,QacE delta 1 efflux transporter,QacE efflux transporter,unknown,0,100,100,100,6.00E-60
BLAT,Antibiotic Resistance,CARD,ST13,fig|90370.6312.peg.4676,0,0,NP_312937.1,Escherichia coli,rpoB,RNA polymerase beta subunit,,rifampin resistance gene,0,100,100,98,0
K-mer Search,Antibiotic Resistance,PATRIC,ST13,fig|90370.6312.peg.4676,0,0,0,unknown,rpoB,RNA polymerase beta subunit,RNA polymerase beta subunit,antibiotic target in susceptible species,3050121;15047531;16723576,0,0,0,0
BLAT,Antibiotic Resistance,CARD,ST13,fig|90370.6312.peg.78,0,0,NP_416340.1,Escherichia coli,mgrB,MgrB regulator,,polymyxin resistance gene,0,100,100,87,1.00E-18
BLAT,Antibiotic Resistance,CARD,ST13,fig|90370.6312.peg.2784,0,0,YP_492255.1,Escherichia coli,pmrB,PmrB sensor kinase,,unknown,0,97,98,85,1.00E-172
BLAT,Antibiotic Resistance,NDARO,ST13,fig|90370.6312.peg.4974,0,0,WP_001043260.1,Bacteria,0,Sul1/Sul2 resistance protein,Dihydropteroate synthase Sul2,unknown,0,100,100,100,1.00E-148
K-mer Search,Antibiotic Resistance,PATRIC,ST13,fig|90370.6312.peg.3201,0,0,0,unknown,gyrA,DNA gyrase subunit A,DNA gyrase subunit A,antibiotic target in susceptible species,9293187,0,0,0,0
K-mer Search,Antibiotic Resistance,PATRIC,ST13,fig|90370.6312.peg.1624,0,0,0,unknown,macA,MacA efflux protein,MacA efflux protein,efflux pump conferring antibiotic resistance,11544226,0,0,0,0
BLAT,Antibiotic Resistance,CARD,ST13,fig|90370.6312.peg.3173,0,0,AAC75315.1,Escherichia coli,arnA,ArnA transferase,,polymyxin resistance gene,0,99,99,80,0
BLAT,Antibiotic Resistance,CARD,ST13,fig|90370.6312.peg.407,0,0,AAC75137.1,Escherichia coli,mdtC,MdtC efflux pump component,,efflux pump conferring antibiotic resistance,0,99,99,91,0
BLAT,Antibiotic Resistance,CARD,ST13,fig|90370.6312.peg.410,0,0,YP_490321.1,Escherichia coli,baeR,BaeR response regulator,,efflux pump conferring antibiotic resistance,0,100,100,96,1.00E-130
BLAT,Antibiotic Resistance,CARD,ST13,fig|90370.6312.peg.1654,0,0,NP_415372.1,Escherichia coli,nfsA,NfsA nitroreductase,,nitrofuratoin resistance gene,0,100,100,87,1.00E-124
K-mer Search,Antibiotic Resistance,PATRIC,ST13,fig|90370.6312.peg.2695,0,0,0,unknown,oprM,OprM efflux pump component,OprM efflux pump component,efflux pump conferring antibiotic resistance,0,0,0,0,0
BLAT,Antibiotic Resistance,CARD,ST13,fig|90370.6312.peg.3694,0,0,NP_415791.1,Escherichia coli,cysB,CysB activator,,aminocoumarin resistance gene,0,100,100,95,1.00E-177
K-mer Search,Antibiotic Resistance,PATRIC,ST13,fig|90370.6312.peg.2286,0,0,0,unknown,acrAD-tolC,AcrD efflux pump component,AcrD efflux pump component,efflux pump conferring antibiotic resistance,10692383,0,0,0,0
BLAT,Antibiotic Resistance,CARD,ST13,fig|90370.6312.peg.2757,0,0,NP_463130.1,Salmonella enterica,soxS,SoxS regulator,,efflux pump conferring antibiotic resistance,0,100,100,99,7.00E-56
BLAT,Antibiotic Resistance,CARD,ST13,fig|90370.6312.peg.1314,0,0,AAC76093.1,Escherichia coli,bacA,BacA diphosphatase,,peptide antibiotic resistance gene,0,100,100,97,1.00E-149
BLAT,Antibiotic Resistance,CARD,ST13,fig|90370.6312.peg.2758,0,0,NP_458564.1,Salmonella enterica,soxR,SoxR activator,,efflux pump conferring antibiotic resistance,0,100,100,100,9.00E-84
K-mer Search,Antibiotic Resistance,PATRIC,ST13,fig|90370.6312.peg.1623,0,0,0,unknown,macB,MacB efflux protein,MacB efflux protein,efflux pump conferring antibiotic resistance,11544226,0,0,0,0
BLAT,Antibiotic Resistance,CARD,ST13,fig|90370.6312.peg.1583,0,0,NP_415434.1,Escherichia coli,msbA,MsbA export protein,,efflux pump conferring antibiotic resistance,0,100,100,96,0
BLAT,Antibiotic Resistance,CARD,ST13,fig|90370.6312.peg.3934,0,0,NP_417177.1,Escherichia coli,alaS,Alanyl-tRNA synthetase,,aminocoumarin resistance gene,0,100,100,95,0
BLAT,Antibiotic Resistance,CARD,ST7,fig|90370.6298.peg.3806,0,0,NP_462735.1,Salmonella enterica,gyrB,DNA gyrase subunit B,,fluoroquinolone resistance gene,0,100,100,100,0
K-mer Search,Antibiotic Resistance,PATRIC,ST7,fig|90370.6298.peg.2460,0,0,0,unknown,aac(6')-Ic,AAC(6') acetyltransferase,AAC(6') acetyltransferase,antibiotic inactivation enzyme,11158753;15155202;1354954;2069376;8257129;7810994;8001769;7793874;10188279;10542165;10508008,0,0,0,0
K-mer Search,Antibiotic Resistance,PATRIC,ST7,fig|90370.6298.peg.383,0,0,0,unknown,mdtABC-tolC,MdtB efflux pump component,MdtB efflux pump component,efflux pump conferring antibiotic resistance,12107134,0,0,0,0
K-mer Search,Antibiotic Resistance,PATRIC,ST7,fig|90370.6298.peg.3023,0,0,0,unknown,macA,MacA efflux protein,MacA efflux protein,efflux pump conferring antibiotic resistance,11544226,0,0,0,0
BLAT,Antibiotic Resistance,CARD,ST7,fig|90370.6298.peg.257,0,0,AML99881.1,Salmonella enterica,mdtK,YeeO transporter,,efflux pump conferring antibiotic resistance,0,99,93,99,1.00E-273
K-mer Search,Antibiotic Resistance,PATRIC,ST7,fig|90370.6298.peg.39,0,0,0,unknown,alr,Alanine racemase,Alanine racemase,antibiotic target in susceptible species,19748470;24303782,0,0,0,0
K-mer Search,Antibiotic Resistance,PATRIC,ST7,fig|90370.6298.peg.1614,0,0,0,unknown,acrZ,AcrZ efflux pump component,AcrZ efflux pump component,efflux pump conferring antibiotic resistance,23010927,0,0,0,0
BLAT,Antibiotic Resistance,CARD,ST7,fig|90370.6298.peg.4457,0,0,YP_489321.1,Escherichia coli,mdtG,MdtG efflux pump,,efflux pump conferring antibiotic resistance,0,97,98,91,1.00E-207
BLAT,Antibiotic Resistance,CARD,ST7,fig|90370.6298.peg.2593,0,0,NP_459345.2,Salmonella enterica,mdsC,OprM efflux pump component,,efflux pump conferring antibiotic resistance,0,26,99,98,2.00E-65
K-mer Search,Antibiotic Resistance,PATRIC,ST7,fig|90370.6298.peg.4670,0,0,0,unknown,rpoB,RNA polymerase beta subunit,RNA polymerase beta subunit,antibiotic target in susceptible species,3050121;15047531;16723576,0,0,0,0
K-mer Search,Antibiotic Resistance,PATRIC,ST7,fig|90370.6298.peg.4756,0,0,0,unknown,rpsJ,Ribosomal protein S10,Ribosomal protein S10,antibiotic target in susceptible species,26124155,0,0,0,0
BLAT,Antibiotic Resistance,CARD,ST7,fig|90370.6298.peg.1365,0,0,NP_417177.1,Escherichia coli,alaS,Alanyl-tRNA synthetase,,aminocoumarin resistance gene,0,100,100,95,0
K-mer Search,Antibiotic Resistance,PATRIC,ST7,fig|90370.6298.peg.565,0,0,0,unknown,folP,Dihydropteroate synthase,Dihydropteroate synthase,antibiotic target in susceptible species,15673783,0,0,0,0
K-mer Search,Antibiotic Resistance,PATRIC,ST7,fig|90370.6298.peg.1356,0,0,0,unknown,emrAB-tolC,EmrB efflux pump component,EmrB efflux pump component,efflux pump conferring antibiotic resistance,1409590,0,0,0,0
K-mer Search,Antibiotic Resistance,PATRIC,ST7,fig|90370.6298.peg.4962,0,0,0,unknown,tufA,Elongation factor Tu,Elongation factor Tu,antibiotic target in susceptible species,364475;9678602,0,0,0,0
BLAT,Antibiotic Resistance,CARD,ST7,fig|90370.6298.peg.2768,0,0,AFK13828.1,Enterobacter cloacae,ramA,RamA activator,,efflux pump conferring antibiotic resistance,0,91,100,85,2.00E-53
K-mer Search,Antibiotic Resistance,PATRIC,ST7,fig|90370.6298.peg.3248,0,0,0,unknown,katG,KatG catalase-peroxidase,KatG catalase-peroxidase,antibiotic activation enzyme,14638486,0,0,0,0
K-mer Search,Antibiotic Resistance,PATRIC,ST7,fig|90370.6298.peg.4677,0,0,0,unknown,tufA,Elongation factor Tu,Elongation factor Tu,antibiotic target in susceptible species,364475;9678602,0,0,0,0
K-mer Search,Antibiotic Resistance,PATRIC,ST7,fig|90370.6298.peg.4669,0,0,0,unknown,rpoC,RNA polymerase beta' subunit,RNA polymerase beta' subunit,antibiotic target in susceptible species,16723576,0,0,0,0
BLAT,Antibiotic Resistance,CARD,ST7,fig|90370.6298.peg.382,0,0,AAC75135.2,Escherichia coli,mdtA,MdtA efflux pump component,,efflux pump conferring antibiotic resistance,0,90,91,86,1.00E-182
BLAT,Antibiotic Resistance,CARD,ST7,fig|90370.6298.peg.4124,0,0,CDJ73208,Escherichia coli,uhpT,UhpT transport protein,,fosfomycin resistance gene,0,99,99,95,1.00E-258
BLAT,Antibiotic Resistance,CARD,ST7,fig|90370.6298.peg.2921,0,0,YP_492255.1,Escherichia coli,pmrB,PmrB sensor kinase,,unknown,0,97,98,85,1.00E-172
K-mer Search,Antibiotic Resistance,PATRIC,ST7,fig|90370.6298.peg.382,0,0,0,unknown,mdtABC-tolC,MdtA efflux pump component,MdtA efflux pump component,efflux pump conferring antibiotic resistance,12107134,0,0,0,0
K-mer Search,Antibiotic Resistance,PATRIC,ST7,fig|90370.6298.peg.467,0,0,0,unknown,AcrEF-TolC ,AcrF efflux pump component,AcrF efflux pump component,efflux pump conferring antibiotic resistance,1720861,0,0,0,0
BLAT,Antibiotic Resistance,CARD,ST7,fig|90370.6298.peg.3728,0,0,NP_309766.1,Escherichia coli,hns,H-NS protein,,efflux pump conferring antibiotic resistance,0,99,99,95,2.00E-67
K-mer Search,Antibiotic Resistance,PATRIC,ST7,fig|90370.6298.peg.4054,0,0,0,unknown,0,Class B3 beta-lactamase,Class B3 beta-lactamase,antibiotic inactivation enzyme,22985886;16723554;12019096;26666948;18843302;11749954;26482314;22442240;15561856;10858348;18563261,0,0,0,0
BLAT,Antibiotic Resistance,CARD,ST7,fig|90370.6298.peg.2460,0,0,AAF03531.1,Salmonella enterica,aac(6')-Iy,AAC(6') acetyltransferase,,aminoglycoside resistance gene,0,100,84,97,4.00E-80
BLAT,Antibiotic Resistance,CARD,ST7,fig|90370.6298.peg.680,0,0,NP_462096.1,Salmonella enterica,parE,DNA topoisomerase IV subunit B,,fluoroquinolone resistance gene,0,100,100,99,0
BLAT,Antibiotic Resistance,CARD,ST7,fig|90370.6298.peg.2174,0,0,YP_490697.1,Escherichia coli,acrD,AcrD efflux pump component,,efflux pump conferring antibiotic resistance,0,100,100,94,0
K-mer Search,Antibiotic Resistance,PATRIC,ST7,fig|90370.6298.peg.1165,0,0,0,unknown,mdtM,MdtM efflux pump,MdtM efflux pump,efflux pump conferring antibiotic resistance,23221628,0,0,0,0
BLAT,Antibiotic Resistance,CARD,ST7,fig|90370.6298.peg.329,0,0,AAC75089.1,Escherichia coli,pmrE,PmrE dehydrogenase,,polymyxin resistance gene,0,100,100,88,1.00E-196
K-mer Search,Antibiotic Resistance,PATRIC,ST7,fig|90370.6298.peg.872,0,0,0,unknown,gdpD,GdpD phosphodiesterase,GdpD phosphodiesterase,cell wall charge modification resistance,21899450,0,0,0,0
BLAT,Antibiotic Resistance,CARD,ST7,fig|90370.6298.peg.796,0,0,BAE77933.1,Escherichia coli,crp,CRP,,efflux pump conferring antibiotic resistance,0,100,100,98,1.00E-115
K-mer Search,Antibiotic Resistance,PATRIC,ST7,fig|90370.6298.peg.4201,0,0,0,unknown,kasA,KasA synthase,KasA synthase,antibiotic target in susceptible species,10428945,0,0,0,0
K-mer Search,Antibiotic Resistance,PATRIC,ST7,fig|90370.6298.peg.777,0,0,0,unknown,rpsL,Ribosomal protein S12,Ribosomal protein S12,antibiotic target in susceptible species,7934937,0,0,0,0
K-mer Search,Antibiotic Resistance,PATRIC,ST7,fig|90370.6298.peg.4760,0,0,0,unknown,tufA,Elongation factor Tu,Elongation factor Tu,antibiotic target in susceptible species,364475;9678602,0,0,0,0
BLAT,Antibiotic Resistance,CARD,ST7,fig|90370.6298.peg.4670,0,0,NP_312937.1,Escherichia coli,rpoB,RNA polymerase beta subunit,,rifampin resistance gene,0,100,100,98,0
K-mer Search,Antibiotic Resistance,PATRIC,ST7,fig|90370.6298.peg.2174,0,0,0,unknown,acrAD-tolC,AcrD efflux pump component,AcrD efflux pump component,efflux pump conferring antibiotic resistance,10692383,0,0,0,0
K-mer Search,Antibiotic Resistance,PATRIC,ST7,fig|90370.6298.peg.1355,0,0,0,unknown,emrAB-tolC,EmrA efflux pump component,EmrA efflux pump component,efflux pump conferring antibiotic resistance,1409590,0,0,0,0
BLAT,Antibiotic Resistance,CARD,ST7,fig|90370.6298.peg.3303,0,0,NP_312864.1,Escherichia coli,cpxA,CpxA histidine kinase,,efflux pump conferring antibiotic resistance,0,99,99,97,1.00E-259
BLAT,Antibiotic Resistance,CARD,ST7,fig|90370.6298.peg.3218,0,0,CDJ72593,Escherichia coli,glpT,GlpT transporter,,fosfomycin resistance gene,0,100,100,96,1.00E-265
K-mer Search,Antibiotic Resistance,PATRIC,ST7,fig|90370.6298.peg.466,0,0,0,unknown,AcrEF-TolC ,AcrF efflux pump component,AcrF efflux pump component,efflux pump conferring antibiotic resistance,1720861,0,0,0,0
BLAT,Antibiotic Resistance,CARD,ST7,fig|90370.6298.peg.1354,0,0,NP_417169.1,Escherichia coli,emrR,EmrR regulator,,efflux pump conferring antibiotic resistance,0,98,98,93,2.00E-90
BLAT,Antibiotic Resistance,CARD,ST7,fig|90370.6298.peg.467,0,0,AAC76298.1,Escherichia coli,acrF,AcrF efflux pump component,,efflux pump conferring antibiotic resistance,0,87,98,89,0
BLAT,Antibiotic Resistance,CARD,ST7,fig|90370.6298.peg.1165,0,0,AAC77293.1,Escherichia coli,mdtM,MdtM efflux pump,,efflux pump conferring antibiotic resistance,0,98,97,86,1.00E-202
K-mer Search,Antibiotic Resistance,PATRIC,ST7,fig|90370.6298.peg.2361,0,0,0,unknown,marB,MarB regulator,MarB regulator,antibiotic resistance gene cluster,8383113;9068629,0,0,0,0
BLAT,Antibiotic Resistance,CARD,ST7,fig|90370.6298.peg.2948,0,0,NP_463130.1,Salmonella enterica,soxS,SoxS regulator,,efflux pump conferring antibiotic resistance,0,100,100,99,7.00E-56
BLAT,Antibiotic Resistance,NDARO,ST7,fig|90370.6298.peg.4712,0,0,WP_001580422.1,Salmonella enterica,0,Aminoglycoside nucleotidyltransferase,Aminoglycoside nucleotidyltransferase,unknown,0,100,90,97,1.00E-146
BLAT,Antibiotic Resistance,CARD,ST7,fig|90370.6298.peg.2982,0,0,NP_415434.1,Escherichia coli,msbA,MsbA export protein,,efflux pump conferring antibiotic resistance,0,100,100,96,0
BLAT,Antibiotic Resistance,CARD,ST7,fig|90370.6298.peg.3203,0,0,AAC75314.1,Escherichia coli,pmrF,PmrF transferase,,polymyxin resistance gene,0,98,97,87,1.00E-161
K-mer Search,Antibiotic Resistance,PATRIC,ST7,fig|90370.6298.peg.3061,0,0,0,unknown,bcrC,BcrC diphosphatase,BcrC diphosphatase,antibiotic target protection protein,12486040;15778224;15946938,0,0,0,0
K-mer Search,Antibiotic Resistance,PATRIC,ST7,fig|90370.6298.peg.3839,0,0,0,unknown,alr,Alanine racemase,Alanine racemase,antibiotic target in susceptible species,19748470;24303782,0,0,0,0
BLAT,Antibiotic Resistance,CARD,ST7,fig|90370.6298.peg.384,0,0,AAC75137.1,Escherichia coli,mdtC,MdtC efflux pump component,,efflux pump conferring antibiotic resistance,0,99,99,91,0
K-mer Search,Antibiotic Resistance,PATRIC,ST7,fig|90370.6298.peg.3798,0,0,0,unknown,mdtL,MdtL efflux pump,MdtL efflux pump,efflux pump conferring antibiotic resistance,11566977,0,0,0,0
K-mer Search,Antibiotic Resistance,PATRIC,ST7,fig|90370.6298.peg.552,0,0,0,unknown,murA,MurA transferase,MurA transferase,antibiotic target in susceptible species,8994972,0,0,0,0
BLAT,Antibiotic Resistance,CARD,ST7,fig|90370.6298.peg.386,0,0,BAA15934.1,Escherichia coli,baeS,BaeS histidine kinase,,efflux pump conferring antibiotic resistance,0,100,100,88,1.00E-245
BLAT,Antibiotic Resistance,CARD,ST7,fig|90370.6298.peg.196,0,0,NP_460903.1,Salmonella enterica,sdiA,SdiA transcriptional activator,,efflux pump conferring antibiotic resistance,0,100,100,98,1.00E-137
BLAT,Antibiotic Resistance,CARD,ST7,fig|90370.6298.peg.1355,0,0,BAA16547.1,Escherichia coli,emrA,EmrA efflux pump component,,efflux pump conferring antibiotic resistance,0,100,100,89,1.00E-198
K-mer Search,Antibiotic Resistance,PATRIC,ST7,fig|90370.6298.peg.1354,0,0,0,unknown,emrAB-tolC,EmrR regulator,EmrR regulator,regulator modulating antibiotic resistance,7730261,0,0,0,0
K-mer Search,Antibiotic Resistance,PATRIC,ST7,fig|90370.6298.peg.2362,0,0,0,unknown,marA,MarA regulator,MarA regulator,antibiotic resistance gene cluster,8383113;9068629,0,0,0,0
BLAT,Antibiotic Resistance,CARD,ST7,fig|90370.6298.peg.4677,0,0,AAA50993.1,Escherichia coli,0,Elongation factor Tu,,elfamycin resistance gene,0,13,100,100,5.00E-23
K-mer Search,Antibiotic Resistance,PATRIC,ST7,fig|90370.6298.peg.1296,0,0,0,unknown,ileS,Isoleucyl-tRNA synthetase,Isoleucyl-tRNA synthetase,antibiotic target in susceptible species,7929087,0,0,0,0
BLAT,Antibiotic Resistance,CARD,ST7,fig|90370.6298.peg.2362,0,0,YP_489794.1,Escherichia coli,marA,MarA regulator,,efflux pump conferring antibiotic resistance,0,99,99,95,1.00E-65
K-mer Search,Antibiotic Resistance,PATRIC,ST7,fig|90370.6298.peg.3237,0,0,0,unknown,oxyR,OxyR activator,OxyR activator,regulator modulating antibiotic resistance,25799046,0,0,0,0
BLAT,Antibiotic Resistance,CARD,ST7,fig|90370.6298.peg.4163,0,0,CDO13981.1,Klebsiella pneumoniae,phoP,PhoP regulator,,polymyxin resistance gene,0,100,99,92,1.00E-114
K-mer Search,Antibiotic Resistance,PATRIC,ST7,fig|90370.6298.peg.2593,0,0,0,unknown,oprM,OprM efflux pump component,OprM efflux pump component,efflux pump conferring antibiotic resistance,0,0,0,0,0
BLAT,Antibiotic Resistance,CARD,ST7,fig|90370.6298.peg.3060,0,0,AFH35853.1,Escherichia coli,mdfA,MdfA efflux pump,,efflux pump conferring antibiotic resistance,0,99,99,87,1.00E-208
BLAT,Antibiotic Resistance,CARD,ST7,fig|90370.6298.peg.383,0,0,AAC75136.1,Escherichia coli,mdtB,MdtB efflux pump component,,efflux pump conferring antibiotic resistance,0,100,100,91,0
BLAT,Antibiotic Resistance,CARD,ST7,fig|90370.6298.peg.1684,0,0,NP_415222.1,Escherichia coli,kdpE,KdpE response regulator,,aminoglycoside resistance gene,0,99,99,91,1.00E-116
K-mer Search,Antibiotic Resistance,PATRIC,ST7,fig|90370.6298.peg.2666,0,0,0,unknown,acrAB-tolC,AcrA efflux pump component,AcrA efflux pump component,efflux pump conferring antibiotic resistance,7651136,0,0,0,0
K-mer Search,Antibiotic Resistance,PATRIC,ST7,fig|90370.6298.peg.3230,0,0,0,unknown,gyrA,DNA gyrase subunit A,DNA gyrase subunit A,antibiotic target in susceptible species,9293187,0,0,0,0
BLAT,Antibiotic Resistance,CARD,ST7,fig|90370.6298.peg.643,0,0,NP_417544.5,Escherichia coli,patA,PatA aminotransferase,,efflux pump conferring antibiotic resistance,0,99,99,94,1.00E-252
K-mer Search,Antibiotic Resistance,PATRIC,ST7,fig|90370.6298.peg.3728,0,0,0,unknown,hns,H-NS protein,H-NS protein,regulator modulating antibiotic resistance,14973023,0,0,0,0
K-mer Search,Antibiotic Resistance,PATRIC,ST7,fig|90370.6298.peg.468,0,0,0,unknown,AcrEF-TolC ,AcrE efflux pump component,AcrE efflux pump component,efflux pump conferring antibiotic resistance,1720861,0,0,0,0
K-mer Search,Antibiotic Resistance,PATRIC,ST7,fig|90370.6298.peg.774,0,0,0,unknown,tufA,Elongation factor Tu,Elongation factor Tu,antibiotic target in susceptible species,364475;9678602,0,0,0,0
BLAT,Antibiotic Resistance,CARD,ST7,fig|90370.6298.peg.466,0,0,ABG77966.1,Enterobacter cloacae,acrB,AcrF efflux pump component,,efflux pump conferring antibiotic resistance,0,11,96,92,1.00E-53
BLAT,Antibiotic Resistance,CARD,ST7,fig|90370.6298.peg.4820,0,0,NP_416715.1,Escherichia coli,yojI,YojI siderophore exporter,,efflux pump conferring antibiotic resistance,0,100,100,90,1.00E-291
BLAT,Antibiotic Resistance,CARD,ST7,fig|90370.6298.peg.1895,0,0,NP_414618.4,Escherichia coli,leuO,LeuO activator,,sulfonamide resistance gene,0,95,95,89,1.00E-157
K-mer Search,Antibiotic Resistance,PATRIC,ST7,fig|90370.6298.peg.2363,0,0,0,unknown,MarR,MarR regulator,MarR regulator,antibiotic resistance gene cluster,7768850;8282690;8383113;9068629,0,0,0,0
BLAT,Antibiotic Resistance,CARD,ST7,fig|90370.6298.peg.774,0,0,AAA50993.1,Escherichia coli,0,Elongation factor Tu,,elfamycin resistance gene,0,13,100,100,3.00E-23
BLAT,Antibiotic Resistance,CARD,ST7,fig|90370.6298.peg.78,0,0,NP_416340.1,Escherichia coli,mgrB,MgrB regulator,,polymyxin resistance gene,0,100,100,87,1.00E-18
K-mer Search,Antibiotic Resistance,PATRIC,ST7,fig|90370.6298.peg.1787,0,0,0,unknown,dxr,Dxr reductoisomerase,Dxr reductoisomerase,antibiotic target in susceptible species,16321944,0,0,0,0
BLAT,Antibiotic Resistance,CARD,ST7,fig|90370.6298.peg.2917,0,0,NP_418540.1,Escherichia coli,adiY,AdiY regulator,,efflux pump conferring antibiotic resistance,0,98,98,80,1.00E-116
K-mer Search,Antibiotic Resistance,PATRIC,ST7,fig|90370.6298.peg.1927,0,0,0,unknown,dfrA,Dihydrofolate reductase,Dihydrofolate reductase,antibiotic target in susceptible species,20169085;25288078,0,0,0,0
K-mer Search,Antibiotic Resistance,PATRIC,ST7,fig|90370.6298.peg.775,0,0,0,unknown,fusA,Elongation factor G,Elongation factor G,antibiotic target in susceptible species,17980694,0,0,0,0
BLAT,Antibiotic Resistance,CARD,ST7,fig|90370.6298.peg.1356,0,0,AAC75733.1,Escherichia coli,emrB,EmrB efflux pump component,,efflux pump conferring antibiotic resistance,0,100,100,95,1.00E-289
